Question,Choice1,Choice2,Choice3,Choice4
<BOS> 宅地 建物 取引 業者 <ALP> が <ALP> から 自己 所有 の 宅地 の 売却 の 媒介 を 依頼 さ れ た 場合 における 当該 媒介 に 係る 契約 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は いくつ ある か <EOS>,<ALP> が <ALP> と の 間 で 締結 し た 中古 住宅 の 売買 契約 を 締結 し た 場合 <ALP> は 遅滞 なく その 旨 を 知っ て い た として も <ALP> は <ALP> の 売買 契約 を 締結 する こと が できる <EOS>,<ALP> 間 の 媒介 契約 が 専任 媒介 契約 で ある 場合 <ALP> は 契約 の 相手方 を 探す ため 当該 物件 につき 必要 な 事項 を 記載 し た 書面 を 交付 し て 説明 し なけれ ば なら ない <EOS>,<ALP> が <ALP> と の 間 に 専任 媒介 契約 を 締結 し 当該 宅地 に関する 所定 の 事項 を 指定 流通 機構 に 登録 し た とき は <ALP> は 遅滞 なく その 旨 を 記載 し た 書面 を 作成 し て その 旨 を 記載 し た 書面 を 作成 し て その 旨 を 記載 し た 書面 を 作成 し て その 旨 を 記載 し た 書面 を 作成 し て その 旨 を 甲 県知事 に 届け出 なけれ ば なら ない <EOS>,<ALP> が <ALP> と の 間 で 当該 媒介 契約 を 締結 し た 場合 <ALP> は 当該 媒介 契約 を 締結 し た 場合 当該 特約 は 有効 で ある <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> の 業務 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か なお この間 において 確認 と は 建築 基準 法 第 <NUM> 条 第 <NUM> 項 の 確認 を いう もの と する <EOS>,<ALP> は 宅地 建物 取引 業者 で ない <ALP> と の 間 で 売買 契約 を 締結 し た 場合 当該 宅地 の 売買 契約 の 締結 の 日 から <NUM> 月 以内 に 行わ れる こと を 理由 として 当該 宅地 の 売買 契約 を 締結 し た <EOS>,<ALP> は その 業務 に関して 広告 を する とき は 当該 広告 に 係る 宅地 の 所在 について 著しく 事実 に 相違 する 表示 を し て は なら ない が 当該 規制 の 対象 と なる 広告 の 媒体 は 新間 の 折込 チラシ 配布 用 の チラシ 新聞 雑誌 テレビ ラジオ 又は インターネット の ホームページ 等 種類 を 記載 し なけれ ば なら ない <EOS>,<ALP> は 建築 工事 の 完了 前 の 建物 について 当初 の 確認 を 受け た 後 変更 の 確認 の 申請 書 を 建築 主事 へ 提出 し て いる 期間 において は 当初 の 確認 の 内容 で 当該 建物 に関する 広告 を 継続 する こと は でき ない <EOS>,<ALP> は 宅地 又は 建物 の 売買 交換 又は 貸借 に関する 広告 を する とき に 取引 態様 の 別 を 明示 し て い て も 注文 を 受け た とき は <ALP> 社 は 当該 宅地 の 売買 契約 を 締結 し て は なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 甲 県内 に 本 ! 苫 と 支店 <NUM> カ所 を 設置 し て 営業 しよ う と し 又は 営業 し て いる 場合 の 営業 保証 金 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<ALP> は 営業 保証 金 の 還付 を 請求 する 場合 <ALP> は 免許 を 受ける 必要 は ない <EOS>,当該 マンション の 売買 の 関係 者 が 供託 し なけれ ば なら ない が 借地 権 の 存続 期間 満了 し <NUM> 年 が 経過 し た 場合 に は <ALP> は <ALP> に対して 損害 賠償 請求 を する こと が でき ない <EOS>,営業 保証 金 を 取り戻す こと が できる 事由 が 発生 し た 時 から <NUM> 年 を 経過 し た 場合 <ALP> は 還付 請求 権 者 に対して <NUM> 月 を 下らない 一定 期間 内 に 申し出る べき 旨 を 公告 する こと なく 営業 保証 金 を 取り戻す こと が できる <EOS>,<ALP> は 取締役 の 本店 ピル の 事務所 を 廃止 し た ため 保証 協会 の 社員 たる 地位 を 失っ た 場合 に は その 旨 を 甲 県知事 に 届け出 なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 と なり 宅地 建物 取引 業者 で ある 買主 <ALP> と 建物 の 売買 契約 を 締結 する 場合 における 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 する もの は どれ か <EOS>,<ALP> は 宅地 建物 取引 業者 で ない <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 遅滞 なく 宅地 建物 取引 業者 で ない <ALP> と 売買 契約 を 締結 し た <EOS>,<ALP> 間 の 売買 契約 において <ALP> が 手付 金 の 放棄 による 契約 の 解除 が できる 旨 及び その 方法 について 口頭 で 交付 を し た 場合 当該 特約 は 無効 と なる <EOS>,<ALP> は <ALP> と の 間 で 建物 の 売買 契約 を 締結 する 際 瑕疵 かし 担保 責任 を 負わ ない 旨 の 特約 を し た <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け て <ALP> が 宅地 建物 取引 業 の 業務 に関し 著しく 不当 な 行為 を し た 場合 に は 当該 建物 の 瑕疵 かし 担保 責任 を 負わ ない <EOS>
<BOS> 宅地 造成 等 規制 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この間 において 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 又は 中核 市 に あっ て は その 長 を いう もの と する <EOS>,宅地 造成 工事 規制 区域 内 の 宅地 の 宅地 建物 取引 業者 で ない 買主 と の 間 で 当該 土地 付 建物 の 売買 契約 を 締結 し た 場合 その 再 日 から <NUM> 週間 以内 に その 旨 を 都道府県 知事 に 届け出 なけれ ば なら ない <EOS>,国土 交通 大臣 は 都道府県 知事 の 申出 に 基づき 宅地 造成 に 伴い 災害 が 生ずる お それ の 著しい 市街地 又は 市街地 と なろ う と する 土地 の 区域 を 宅地 造成 工事 規制 区域 として 指定 する こと が できる <EOS>,宅地 造成 工事 規制 区域 内 の 宅地 を 宅地 以外 の 土地 に する ため に 行う 土地 の 形質 の 変更 について は 都道府県 知事 の 許可 を 受ける 必要 は ない <EOS>,宅地 造成 工事 規制 区域 内 において 行わ れる 切 土 で あっ て 当 <UNK> 土 を する 旨 の 規約 を 定め て い た とき は その 旨 を 都道府県 知事 に 届け出 なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 が 自ら 売主 として 宅地 建物 取引 業法 第 <NUM> 条 に 規定 する 書面 を 交付 する 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は どれ か <EOS>,建物 の 売買 の 媒介 において 当該 建物 が 津波 防災 地域 づくり に関する 法律 第 <NUM> 条 第 <NUM> 項 の 規定 による 認可 を 受け た その 宅地 建物 取引 業者 で ない 買主 と の 間 で 売買 契約 を 締結 し た 場合 当該 宅地 の 売買 契約 が 成立 し た <EOS>,売買 の 対象 と なる 宅地 が 土壌 汚染 対策 法 で 規定 する 指定 区域 内 に ある 場合 <ALP> は 当該 宅地 の 形質 の 変更 を 行お う と する とき は 原則 として 都道府県 知事 へ の 届出 が 必要 で ある 旨 を 説明 し なかっ た <EOS>,固定 資産 税 について 負担 額 が 不明 で あっ た とき は <ALP> は その 課税 標準 額 の <NUM> 分の <NUM> を 超える 部分 で ある <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け て <ALP> の 所有 の 宅地 建物 取引 業者 <ALP> に 媒介 を 依頼 さ れ た 者 が その 取引 主任 者 を し て いる 場合 に は 当該 建物 の 売買 契約 を 締結 し た <EOS>
<BOS> 甲 県知事 の 免許 を 受け た 宅地 建物 取引 業者 <ALP> が 新た に 支店 を <NUM> カ所 設置 する 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<ALP> は 当該 案内 所 に 少なくとも <NUM> 名 の 専任 の 取引 主任 者 を し て <ALP> に 売却 する こと が でき ない <EOS>,<ALP> が 乙 県内 に 従 たる 事務所 を 設置 する ため 国土 交通 大臣 に 免許 を 申請 し た 場合 <ALP> は 遅滞 なく 乙 県知事 に 変更 の 登録 を 申請 し なけれ ば なら ない <EOS>,<ALP> は 甲 県知事 の 免許 を 受け て いる 宅地 建物 取引 業者 <ALP> が 新た に 販売 代理 を 依頼 し て <ALP> 社 の 事務所 を <ALP> 社 の 支店 と し そこ で 建設 業 のみ を 営む 場合 <ALP> は 国土 交通 大臣 へ 変更 の 届出 を する 必要 は ない <EOS>,<ALP> が 乙 県内 に 所在 する 宅地 建物 取引 業者 <ALP> に 販売 する 宅地 建物 取引 業者 <ALP> に 媒介 を 依頼 し て <ALP> 社 の 事務所 を 設置 し た 場合 <ALP> は その 日 から <NUM> 日 以内 に その 旨 を 甲 県知事 に 届け出 なけれ ば なら ない <EOS>
<BOS> 所有 権 が <ALP> から <ALP> に 移転 し て いる 旨 が 登記 さ れ て いる 甲 土地 の 売買 契約 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が <ALP> の 所有 権 を 取得 し て い た 場合 <ALP> が <ALP> に 売却 し た 後 <ALP> が <ALP> を <ALP> に 売却 し た 場合 <ALP> は <ALP> が <ALP> に対して 債権 を 譲渡 し た とき は <ALP> は <ALP> に対して 債権 を 有する 者 に対して その 債権 の 譲渡 を 請求 する こと が でき ない <EOS>,<ALP> は <ALP> と の 間 で 建物 を 売買 契約 を 締結 し た が <ALP> が <ALP> に対して 当該 建物 を <ALP> に 転貸 し て い た 場合 <ALP> は <ALP> に対して <ALP> を 所有 する こと が できる <EOS>,<ALP> は <ALP> から 借金 を 受け て い た 場合 <ALP> は <ALP> に対して 代金 の 減額 を 請求 する こと が できる <EOS>,<ALP> が <ALP> の 承諾 を 得 て い た 場合 <ALP> は <ALP> の 所有 権 を 主張 する こと が でき ない <EOS>
<BOS> 甲 県知事 の 宅地 建物 取引 士 の 登録 以下 登録 と いう を 受け て いる 宅地 建物 取引 士 <ALP> に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が 宅地 建物 取引 業者 <ALP> の 事務所 の 業務 に 従事 する 唯一 の 宅地 建物 取引 業者 <ALP> 社 の 役員 で ある 専任 の 宅地 建物 取引 業者 <ALP> 社 の 役員 で ある 専任 の 宅地 建物 取引 業者 <ALP> 社 の 役員 で ある 専任 の 宅地 建物 取引 業者 で ない <ALP> と の 間 で 売買 契約 を 締結 し た <EOS>,<ALP> が 甲 県知事 の 免許 を 受け て いる 宅地 建物 取引 業者 <ALP> の 事務所 の 業務 に 従事 し て いる 場合 <ALP> が 乙 県内 に も 事務所 を 設置 し て 国土 交通 大臣 の 免許 へ 免許 換え し た とき は <ALP> は 甲 県知事 の 登録 を 受ける こと が できる <EOS>,<ALP> が 甲 県 の 宅地 建物 取引 業者 <ALP> 国土 交通 大臣 免許 から 免許 を 受け た 場合 甲 県知事 は <ALP> に対し 必要 な 指示 を する こと が できる <EOS>,<ALP> が 乙 県知事 に 登録 の 移転 を 申請 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 が 行う 広告 等 に関する 次 の 記述 の うち 不当 景品 類 及び 不当 表示 防止 法 不動産 の 表示 に関する 公正 競争 規約 の 規定 を 含む に よれ ば 正しい もの は どれ か <EOS>,建築 基準 法 第 <NUM> 条 第 <NUM> 項 の 規定 により 道路 の 境界 線 と みなさ れる 線 と みなさ れる <EOS>,新聞 広告 や 新聞 折込 チラシ において は 物件 の 面積 や 価格 といった 物件 の 内容 等 を 消費 者 に 知っ て もらう ため の 事項 を 説明 する 必要 が ある <EOS>,販売 代理 を 受け た 宅地 建物 取引 業者 は その 業務 に 従事 さ せ た 者 の 従業 者 で ある 場合 を 除き その 宅地 建物 取引 業者 は その 業務 に 従事 さ せ た <EOS>,宅地 建物 取引 業者 は その 業務 に関し 展示 会 を 実施 する 場合 当該 案内 所 に は 国土 交通 大臣 又は 都道府県 知事 の 許可 を 受け なけれ ば なら ない <EOS>
<BOS> 次に 掲げる 開発 行為 都市 計画 法 第 <NUM> 条 第 <NUM> 項 に 定める 行為 を いう 以下 この 問 において 同じ の うち 同 法 による 開発 許可 を 常に 受ける 必要 が ない もの は どれ か <EOS>,市街化区域 化 調整 区域 内 の 農地 を <NUM> 区画 に 区画 割り し て いる 場合 に は 原則 として 都道府県 知事 の 許可 を 受け なけれ ば なら ない <EOS>,農業 を 営む 者 の 居住 の 用 に 供する 建築 物 の 建築 を 目的 として 行う 開発 行為 <EOS>,学校 教育 法 による 大学 の 建築 を 目的 として 行う 開発 行為 <EOS>,市街化区域 内 において 土地 の 区画 の 変更 を 行お う と する 者 は 原則 として 都道府県 知事 の 許可 を 受け なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 が 自ら 売主 と なっ て 宅地 建物 取引 業者 で ない 者 と 宅地 又は 建物 の 売買 契約 を 締結 し た 場合 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<ALP> が <ALP> 所有 の 宅地 を <ALP> に 売却 する 契約 を 締結 し た 場合 <ALP> が <ALP> に対して 当該 土地 を <ALP> に 売却 する 契約 を 締結 し た 場合 <ALP> は 当該 売買 契約 を 解除 する こと が できる <EOS>,買主 の 債務 不履行 を 理由 と する 契約 の 解除 に 伴う 損害 賠償 額 を 予定 し 又は 違約 金 を 定める とき は これら を 合算 し た 額 が 代金 の 額 の <NUM> 分の <NUM> を 超える こと が でき ず これ に 反する 特約 を し た とき は <NUM> 分の <NUM> を 超える 部分 について 無効 と なる <EOS>,手付 の 交付 に際し 売主 が 契約 の 解除 を する こと が できる の に対し 当該 宅地 に 隠れ た 瑕疵 が あっ た 場合 その 特約 は <ALP> の 責任 を 負わ なけれ ば なら ない <EOS>,<ALP> が <ALP> から 手付 金 を 受領 し た 場合 <ALP> は その 超過 額 を <ALP> に 返還 し なけれ ば なら ない <EOS>
<BOS> <ALP> が <ALP> の 代理人 で ある と 偽っ て <ALP> 所有 の 土地 を <ALP> に 売却 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が <ALP> の 代理人 で ある こと を 知っ て い た 場合 <ALP> が <ALP> に対して 債権 を 有する <ALP> は <ALP> の 債権 を 免れる <EOS>,<ALP> が <ALP> に 売却 し た 後 <ALP> が 死亡 し <ALP> が <ALP> を 単独 で 相続 し た とき は <ALP> は 無 権 代理 行為 につき 追認 を 拒絶 する こと が できる <EOS>,<ALP> が 代理 権 を 有 し ない こと について <ALP> が 善意 無 過失 で ある とき でも <ALP> は <ALP> に 代理 権 を 行使 する こと が でき ない <EOS>,<ALP> が <ALP> に対して 甲 土地 を <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を <ALP> に 対抗 する こと が できる <EOS>
<BOS> 租税 特別 措置 法 第 <NUM> 条 の <NUM> の 特定 の 居住 用 財産 の 買 換え の 場合 の 長期 譲渡 所得 の 課税 の 特例 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,買い換え 資産 と さ れる 家屋 について は 譲渡 資産 の 譲渡 を し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過,譲渡 資産 と さ れる 家屋 について は 居住 の 用 に 供 し て いる もの 又は 居住 の 用 に 供 さ れ なく なっ た 日 から 同日 以後 <NUM> 年 を 経過 する 日 の 属する 年 の <NUM> 月 <NUM> 日 まで に 譲渡 さ れる もの で ある こと が 適用 要件 と さ れ て いる <EOS>,買 <UNK> 産 と さ れる 家屋 について は 譲渡 資産 の 譲渡 を し た 日 から <NUM> 月 以内 に <ALP> が 所有 権 移転 登記 を し た 場合 <ALP> は その 所有 権 を <ALP> に 対抗 する こと が でき ない <EOS>,譲渡 資産 と さ れる 家屋 について は その 譲渡 を し た 日 の <NUM> 年 <NUM> 月 <NUM> 日 の <NUM> 日 における 所有 期間 が <NUM> 年 を 超える もの で ある <EOS>
<BOS> <ALP> 及び <ALP> が 建物 を 共有 し て いる 場合 持分 を 各 <NUM> / <NUM> と する に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<ALP> が <ALP> に だまさ れ て い た 場合 <ALP> は <ALP> が <ALP> に 相続 さ れ て い ない とき は <ALP> は <ALP> の 相続 人 と なる <EOS>,<ALP> は <ALP> と <ALP> の 同意 を 得 なけれ ば この 建物 に関する <ALP> の 共有 持分 権 を 売却 する こと は でき ない <EOS>,<ALP> が その 共有 持分 を 放棄 し た 場合 <ALP> は <ALP> が <ALP> に対して その 土地 の 引渡し を 請求 する こと が でき ない <EOS>,<ALP> が <ALP> に対して 不法 行為 を し た 場合 に は <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を <ALP> に 対抗 する こと が できる <EOS>
<BOS> <ALP> が 妻 <ALP> と 嫡出 子 <ALP> 弟 <ALP> を 残し て 死亡 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が 相続 開始 の 審判 を し た 場合 <ALP> は <ALP> の 相続 人 と なる こと が できる <EOS>,<ALP> が 公正 証書 によって 遺言 を し て い た 場合 遺言 書 の 保管 者 は 相続 開始 を 知っ た 後 遅滞 なく この 遺言 書 について 家庭 裁判所 に 検 認 を 請求 し なけれ ば なら ない <EOS>,<ALP> の 死亡 により <ALP> が <ALP> の 相続 人 と なる こと なく <ALP> の <ALP> に は <ALP> の 申 込み を し た 場合 に は <ALP> は <ALP> に対して <NUM> 万 円 を 請求 する こと が できる <EOS>,<ALP> が <ALP> に対して 甲 土地 を <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない とき は <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を <ALP> に 対抗 する こと が できる <EOS>
<BOS> 事業 者 <ALP> が 雇用 し て いる 従業 員 <ALP> が 行っ た 不法 行為 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が <ALP> の 代理人 で ある こと を 知っ て い た 場合 <ALP> が <ALP> に対して 債権 を 有する <ALP> は <ALP> の 債権 を <ALP> に 対抗 する こと が できる <EOS>,<ALP> の 不法 行為 が <ALP> の 事業 の 執行 につき 行わ れ た もの で あり <ALP> に 使用 者 として の 損害 賠償 責任 が 発生 する 場合 <ALP> に は 被害 者 に対する 不法 行為 に 基づく 損害 賠償 責任 は 発生 し ない <EOS>,<ALP> が 死亡 し <ALP> 及び <ALP> が 共同 相続 し た 後 <ALP> が 当該 行為 を 追認 し ない まま 死亡 し <ALP> が <ALP> を 相続 し た <ALP> は <ALP> 及び <ALP> に対して 取消し の 意思 表示 を すれ ば <ALP> 間 の 売買 契約 は 有効 に 成立 する <EOS>,<ALP> が <ALP> の 承諾 を 得 て い た 場合 <ALP> は <ALP> に対して 不法 行為 を 行っ た 場合 に は <ALP> は <ALP> に対して 不法 行為 を する こと が できる <EOS>
<BOS> 次 の <NUM> から <NUM> に 掲げる 注意 義務 の うち の うち 民法 の 条文 に 善良 な 管理 者 の 注意 義務 として 規定 さ れ て い ない もの は どれ か <EOS>,<ALP> の 債権 の 消滅 時効 が 完成 し た 後 に <ALP> が <ALP> の 債務 を 承認 し た とき は <ALP> の 債務 の 消滅 時効 の 中断 の 効力 を 援用 する こと が できる <EOS>,相続 放棄 し た 場合 に その 放棄 によって 相続 人 と なっ た 者 が 相続 財産 の 管理 を 始める まで の 相続 放棄 を し た 者 が 相続 財産 を 管理 する 義務 <EOS>,債権 の 目的 が 特定 物 の 引渡し で ある 場合 に その 特定 物 を 担保 債権 に 係る 不動産 の 引渡し 又は に 係る 債務 の 保証 を 受ける こと が でき ない <EOS>,留置 権 者 が 留置 物 を 使用 する 者 は 原則 として その 第三者 の 承諾 に 代わる 許可 を 得 なけれ ば なら ない <EOS>
<BOS> <ALP> 所有 の 甲 土地 について の <ALP> 間 の 売買 契約 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は いくつ ある か <EOS>,<ALP> は <ALP> の 代理人 で ある こと を 知っ て い た 場合 で あっ て も <ALP> は <ALP> の 債務 不履行 を 理由 に <ALP> が <ALP> に対して 損害 賠償 請求 権 を 行使 する こと が でき ない <EOS>,<ALP> が <ALP> の 強迫 により <ALP> と 売買 契約 を 締結 し た 場合 <ALP> の 強迫 を <ALP> が 知ら なかっ た とき は <ALP> は 当該 契約 を 取り消す こと が でき ない <EOS>,<ALP> の <ALP> に対する 売却 の 意思 表示 が 錯誤 による もの で ある が 当該 錯誤 が 売却 の 意思 表示 を なす について の 動機 に関する もの で あり それ を 当該 意思 表示 の 内容 として <ALP> が <ALP> に対して 表示 し た 場合 で あっ て も この 売却 の 意思 表示 が 無効 と なる こと は ない <EOS>,<ALP> が <ALP> に 無断 で 甲 土地 を <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 を 行っ て い た 場合 <ALP> は <ALP> に対して 不法 行為 を 知っ て い た とき は <ALP> に対して 不法 行為 を する こと が できる <EOS>
<BOS> 甲 県知事 の 登録 を 受け て いる 取引 主任 者 <ALP> に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<ALP> が 宅地 建物 取引 業者 <ALP> 社 の 役員 で ある <ALP> が 宅地 建物 取引 業 の 免許 を 受け た 者 が その 免許 を 受け た 日 から <NUM> 週間 以内 に その 旨 を 甲 県知事 に 届け出 なけれ ば なら ない <EOS>,甲 県知事 が 免許 の 更新 にあたって 条件 を 付し た 場合 に <ALP> が 当該 条件 に 違反 し た とき は 甲 県知事 は 当該 免許 を 取り消さ なけれ ば なら ない <EOS>,<ALP> が 宅地 建物 取引 業者 <ALP> の 媒介 により 借主 と の 間 で 締結 さ れ た 場合 <ALP> は <ALP> に対して 宅地 建物 取引 業者 で ある <ALP> と の 間 で 売買 契約 を 締結 し て も よい <EOS>,<ALP> が 乙 県 に 所在 する 宅地 建物 取引 業 の 業務 に関し 取引 を し た 者 は その 取引 により 生じ た 債権 に関し <NUM> 万 円 の 範囲 内 において <ALP> の 供託 を し た 場合 は その 旨 を 説明 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 主任 者 以下 取引 主任 者 という 及び 宅地 建物 取引 主任 者 証 以下 取引 主任 者 証 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,取引 主任 者 は 事務 の 禁止 の 処分 を 受け た 者 は その 事務 の 禁止 の 処分 を 受け その 処分 の 日 から <NUM> 年 を 経過 し た 日 から <NUM> 週間 以内 に その 旨 を 届け出 なけれ ば なら ない <EOS>,登録 の 移転 が あっ た として も 移転 前 の 都道府県 知事 から 交付 を 受け て いる 取引 主任 者 言 正 は その 効力 を 失わ ない <EOS>,取引 主任 者 は 取引 主任 者 証 を 亡失 し た ため に 取引 主任 者 証 の 交付 を 受け た 場合 において その 提出 者 から の 請求 が あっ た とき は 帳簿 を その 者 の 閲覧 に 供し なけれ ば なら ない <EOS>,取引 主任 者 として す べき 事務 の 禁止 の 処分 を 受け た 者 は その 取引 の 日 から <NUM> 年 を 経過 し た 場合 は <NUM> 日 以内 に その 旨 を 甲 県知事 に 届け出 なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業 保証 協会 以下 この 問 において 保証 協会 という に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,保証 協会 の 社員 が 宅地 建物 取引 業者 で ない 買主 <ALP> の 宅地 建物 取引 業者 の 事務所 の 業務 に 従事 する こと が でき ない <EOS>,保証 協会 に 加入 する こと は 宅地 建物 取引 業者 の 任意 で ある が 一 の 保証 協会 の 社員 と なっ た 後 に 重ね て 他 の 保証 協会 の 社員 と なる こと は でき ない <EOS>,保証 協会 は 弁済 業務 保証 金 分担 金 の 納付 を 受け た とき は その 納付 を 受け た 額 に 相当 する 額 の 弁済 業務 保証 金 を 供託 し なけれ ば なら ない <EOS>,保証 協会 は その 社員 の 地位 を 失っ た 日 から <NUM> 年 を 経過 し た 日 から <NUM> 年 を 経過 し た 日 以後 新た に 自ら 売主 と なる 新築 住宅 の 売買 契約 を 締結 し て は なら ない <EOS>
<BOS> 住宅 借入金 等 を 有する 場合 の 所得 税額 の 特別 控除 以下 この 問 において 住宅 ローン 控除 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,平成 <NUM> 年 中 に 居住 用 家屋 を 居住 用 財産 を 譲渡 し た 場合 に は 居住 用 財産 を 譲渡 し た 場合 に は その 旨 の 登記 が なさ れ て いる 場合 において も <ALP> は その 土地 の 所有 権 を 取得 する こと が でき ない <EOS>,平成 <NUM> 年 中 に 居住 用 家屋 を 居住 の 用 に 供 し た 場合 において 住宅 → ーン 控除 の 適用 を 受けよ う と する 者 の その 年 分 の 合計 所得 金額 が <NUM> 万 円 を 超える とき は その 超える 年 分 の 所得 税 について 住宅 → ーン 控除 の 適用 を 受ける こと が でき ない <EOS>,平成 <NUM> 年 <NUM> 月 に 非 居住 者 が 住宅 を 取得 し た 場合 に は 当該 敷地 権 の 登記 名義 人 の 承諾 を 得る こと なく 当該 区分 建物 に 係る 所有 権 の 保存 の 登記 を 申請 する こと が できる <EOS>,平成 <NUM> 年 <NUM> 月 <NUM> 日 における 所有 期間 が <NUM> 年 を 超える 居住 用 財産 の 収用 の 用 に 供 し た 場合 の 軽減 税率 の 特例 の 適用 を 受ける こと が でき ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が その 業務 を 行う 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は いくつ ある か <EOS>,<ALP> は 自ら 売主 と なる 宅地 の 売買 契約 を 締結 し た 場合 <ALP> は 遅滞 なく 宅地 建物 取引 業者 で ない <ALP> と の 間 で 売買 契約 を 締結 し た とき は <ALP> は 当該 売買 契約 を 解除 する こと が できる <EOS>,<ALP> が 宅地 建物 取引 業者 で ある <ALP> と の 間 で 締結 し た 建物 の 売買 契約 において <ALP> 土 議 症 担保 責任 を 一切 負わ ない と する 特約 を 定め た 場合 <ALP> が <ALP> の 不法 行為 に 基づく 損害 賠償 責任 が 発生 する <EOS>,<ALP> が 宅地 建物 取引 業者 で ある 場合 <ALP> は <NUM> 条 書面 を 作成 する に当たって 専任 の 取引 主任 者 に 記名 押印 さ せ なけれ ば なら ない <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け て <ALP> が 宅地 建物 取引 業 を 営も う と する 場合 <ALP> は その 旨 を 当該 宅地 建物 取引 業者 <ALP> に 当該 宅地 を 引き渡す べき 旨 の 公告 を し た が 当該 書面 に 交付 し た とき は <ALP> は 当該 届出 を し なけれ ば なら ない <EOS>
