Question,Choice
<BOS> 宅地 建物 取引 業者 が 行う 広告 に関する 次 の 記述 の うち 不当 景品 類 及び 不当 表示 防止 法 不動産 の 表示 に関する 公正 競争 規約 を 含む の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 残 戸数 が <NUM> 戸 の 新築 分譲 住宅 の 広告 を 行う 場合 建物 の 面積 は 延べ 面積 を 表示 し これ に 車庫 の 面積 を 含む とき に は 車庫 の 面積 を 含む 旨 及び その 面積 を 表示 する 必要 が ある <EOS>
<BOS> 宅地 造成 等 規制 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この 問 における 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 中核 市 特例 市 に あっ て は その 長 を いう もの と する <EOS>,<BOS> 都道府県 知事 は 宅地 造成 工事 規制 区域 内 の 宅地 で 宅地 造成 に 伴う 災害 の 防止 の ため 必要 な 擁 壁 が 設置 さ れ て おら ず これ を 放置 する とき は 宅地 造成 に 伴う 災害 の 発生 の お それ が 大きい と 認め られる もの が ある 場合 一定 の 限度 の もと に 当該 宅地 の 所有 者 管理 者 又は 占有 者 に対して 擁 壁 の 設置 を 行う こと を 命ずる こと が できる <EOS>
<BOS> 保証 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 保証 人 と なる べき 者 が 口頭 で 明確 に 特定 の 債務 につき 保証 する 旨 の 意思 表示 を 債権 者 に対して すれ ば その 保証 契約 は 有効 に 成立 する <EOS>
<BOS> 婚姻 中 の 夫婦 <ALP> 間 に は 嫡出 子 <ALP> と <ALP> が い て <ALP> は 既に 婚姻 し て おり 嫡出 子 <ALP> が い た ところ <ALP> は 平成 <NUM> 年 <NUM> 月 <NUM> 日 に 死亡 し た 他方 <ALP> に は 離婚 歴 が あり 前 の 配偶 者 と の 間 の 嫡出 子 <ALP> が いる <ALP> が 平成 <NUM> 年 <NUM> 月 <NUM> 日 に 死亡 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 生前 <ALP> 所有 の 全 財産 の うち 甲 土地 について <ALP> に 遺贈 する 旨 の 意思 表示 を し て い た として も <ALP> は 相続 人 で ある ので 当該 遺贈 は 無効 で ある <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> は 土地 付 建物 価格 <NUM> 億 <NUM> 万 円 を 建築 工事 の 完了 前 に 自ら 売主 として 宅地 建物 取引 業者 で ない 買主 <ALP> に 販売 し 申込 証拠 金 <NUM> 万 円 を 受領 し た 後 売買 契約 を 締結 し その 際 手付 金 として 申込 証拠 金 を 充当 する ほか 別 に <NUM> 万 円 を 受領 し た 契約 に よれ ば 中間 金 <NUM> 万 円 を <NUM> 日 後 に 残 代金 <NUM> 万 円 を 物件 の 引渡し 及び 所有 権 移転 登記 完了 後 に それぞれ 支払う こと と さ れ て いる この 場合 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は どれ か <EOS>,<BOS> <ALP> は <ALP> から 手付 ー 金 を 受領 する に当たって <NUM> 万 円 について は 銀行 と 保証 委託 契約 を 締結 し て その 契約 を 証する 書面 を <ALP> に 交付 し た が 申込 証拠 金 として 既に 受領 し て い た <NUM> 万 円 について は 何ら の 保全 措置 も 講じ ず に 手付 金 に 充当 し た <EOS>
<BOS> 宅地 建物 取引 業法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この間 において <NUM> 条 書面 と は 同 法 第 <NUM> 条 の 規定 に 基づく 重要 事項 を 記載 し た 書面 を <NUM> 条 書面 と は 同 法 第 <NUM> 条 の 規定 に 基づく 契約 の 内容 を 記載 し た 書面 を いう もの と する <EOS>,<BOS> 宅地 建物 取引 業者 は 宅地 の 売買 の 媒介 を する にあたり その 媒介 の 依頼 者 が 宅地 建物 取引 業者 で ある 場合 でも <NUM> 条 書面 及び <NUM> 条 書面 に 宅地 建物 取引 士 を し て 記名 押印 さ せ なけれ ば なら ない <EOS>
<BOS> 印紙 税 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> ー の 契約 書 に 土地 の 譲渡 契約 譲渡 金額 <NUM> 万 円 と 建物 の 建築 請負 契約 請負 金額 <NUM> 万 円 を それぞれ 区分 し て 記載 し た 場合 印紙 税 の 課税 標準 と なる 当該 契約 書 の 記載 金額 は <NUM> 万 円 で ある <EOS>
<BOS> <ALP> が <ALP> に <NUM> 万 円 の 債務 を 負い <ALP> は <ALP> から 委託 を 受け て その 債務 の 連帯 保証 人 と なっ て いる 場合 と <ALP> と <ALP> が <NUM> 万 円 の 連帯 債務 を <ALP> に対して 負っ て いる 場合 負担 部分 は <NUM> 分の <NUM> ずつ に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が <NUM> 万 円 を 弁済 し た 場合 に は <ALP> は <NUM> 万 円 について のみ <ALP> に対して 求償 する こと が でき <ALP> が <NUM> 万 円 を 弁済 し た 場合 に も <ALP> は <NUM> 万 円 について のみ <ALP> に対して 求償 する こと カ まで きる <EOS>
<BOS> 宅地 建物 取引 士 <ALP> が 甲 県知事 の 宅地 建物 取引 士 資格 登録 以下 登録 と いう を 受け 宅地 建物 取引 士 証 の 交付 を 受け て いる 場合 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> の 宅地 建物 取引 士 証 は 登録 が 消 除 さ れ た 場合 に 限り その 効力 を 失う <EOS>
<BOS> 宅地 建物 取引 業者 が 宅地 の 貸借 の 媒介 を 行う に際し 宅地 建物 取引 業法 第 <NUM> 条 の 規定 による 重要 事項 として 説明 が 義務づけ られ て いる もの は 次 の うち どれ か <EOS>,<BOS> 当該 宅地 に 公有 地 の 拡大 の 推進 に関する 法律 第 <NUM> 条 第 <NUM> 項 の 規定 に 基づく 土地 を 譲渡 しよ う と する 場合 の 届出 義務 が ある とき は その 概要 <EOS>
<BOS> 次 の 記述 の うち 民法 の 条文 に 規定 さ れ て いる もの は どれ か <EOS>,<BOS> 成年 被 後見人 の 法律 行為 は 取り消す こと が できる ただし 日 用品 の 購入 その他 日常 生活 に関する 行為 について は この 限り で ない <EOS>
<BOS> 建築 基準 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 住宅 の 居室 に は 原則 として 換気 の ため の 窓 その他 の 開口 部 を 設け その 換気 に 有効 な 部分 の 面積 は その 居室 の 床 面積 に対して <NUM> 分の <NUM> 以上 と し なけれ ば なら ない <EOS>
<BOS> 平成 <NUM> 年 <NUM> 月 に 新規 に 締結 しよ う と し て いる 契約 期間 が <NUM> 年 で 更新 が ない こと と する 旨 を 定める 建物 賃貸借 契約 以下 この 問 において 定期 借家 契約 という に関する 次 の 記述 の うち 借地 借家 法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 定期 借家 契約 は 公正 証書 によって し なけれ ば 効力 を 生じ ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 として 宅地 建物 取引 業者 で ない 買主 <ALP> と の 間 で 宅地 代金 <NUM> 万 円 の 売買 契約 を 締結 する 場合 における 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> は 当事者 の 債務 不履行 を 理由 と する 契約 の 解除 に 伴う 損害 賠償 の 予定 額 を <NUM> 万 円 と し かつ 違約 金 を <NUM> 万 円 と する 特約 を する こと が できる <EOS>
<BOS> 国土 利用 計画 法 第 <NUM> 条 の 届出 以下 この間 において 事後 届出 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> が 所有 する 市街化区域 に 所在 する 面積 <NUM> ㎡ の 一団 の 土地 を 分割 し て <NUM> ぱ を <ALP> に 贈与 し <NUM> ㎡ を <ALP> に 売却 する 契約 を 締結 し た 場合 <ALP> 及び <ALP> は 事後 届出 を 行う 必要 は ない <EOS>
<BOS> 平成 <NUM> 年 <NUM> 月 <NUM> 日 に <ALP> 所有 の 甲 建物 につき <ALP> 間 で 売買 契約 が 成立 し 当該 売買 契約 において 同年 <NUM> 月 <NUM> 日 をもって <ALP> の 代金 支払 と 引換え に <ALP> は 甲 建物 を <ALP> に 引き渡す 旨 合意 さ れ て い た この 場合 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 甲 建物 が 同年 <NUM> 月 <NUM> 日 時点 で <ALP> の 責 に 帰す べき 火災 により 滅失 し た 場合 <ALP> の 甲 建物 引渡し 債務 も <ALP> の 代金 支払 債務 も 共に 消滅 する <EOS>
<BOS> <ALP> が 死亡 し それぞれ <NUM> / <NUM> の 相続 分 を 持つ <ALP> の 子 <ALP> 及び <ALP> 他 に 相続 人 は い ない が 全員 単純 承認 し これ を 共同 相続 し た この 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 相続 財産 で ある 土地 につき 遺産 分割 協議 前 に <ALP> が <ALP> と <ALP> の 同意 なく <ALP> 名義 へ の 所有 権 移転 登記 を し これ を 第三者 に 譲渡 し 所有 権 移転 登記 を し て も <ALP> と <ALP> は 自己 の 持分 を 登記 なく し て その 第三者 に 対抗 できる <EOS>
<BOS> 免許 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業 に 係る 営業 に関し 成年 者 と 同一 の 行為 能力 を 有 し ない 未成年 者 <ALP> は その 法定 代理人 で ある 未成年 後見人 が 法人 で ある 場合 に は その 役員 <ALP> が 刑法 第 <NUM> 条 傷害 の 罪 を 犯し 罰金 の 刑 に 処せ れ その 刑 の 執行 を 終わっ た 日 から <NUM> 年 を 経過 し て い ない とき で あっ て も 免許 を 受ける こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 消費 税 課税 事業 者 が 受領 する 報酬 等 に関する 次 の 記述 の <NUM> うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> は 報酬 と は 別に 依頼 者 の 特別 の 依頼 により 支出 を 要する 特別 の 費用 に 相当 する 額 の 金銭 で その 負担 について 事後 に 依頼 者 の 承諾 が ある もの を 依頼 者 から 受領 する こと が できる <EOS>
<BOS> <ALP> が 所有 し て いる 甲 土地 について <ALP> と の 間 で 賃貸借 契約 以下 この間 において 本 契約 と いう を 締結 し た 場合 に関する 次 の 記述 の うち 民法 及び 借地 借家 法 の 規定 並びに 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> の 居住 用 建物 を 建てる 目的 で 存続 期間 を <NUM> 年 と する 旨 の 本 契約 を 締結 し 契約 から <NUM> 年 が 経過 し た 場合 契約 の 更新 時 に 居住 用 建物 が 存在 し て おり <ALP> が <ALP> に対し 契約 の 更新 を 請求 し <ALP> が 遅滞 なく 異議 を 述べ なかっ た とき は 契約 は 更新 さ れ た もの と みなさ れ 存続 期間 は <NUM> 年 と なる <EOS>
<BOS> 農地 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 採草 放牧 地 の 所有 者 が その 土地 に <NUM> ㎡ の 農業 用 施設 を 建設 する 場合 農地 法 第 <NUM> 条 の 許可 を 受け なけれ ば なら ない <EOS>
<BOS> 建物 の 区分 所有 等 に関する 法律 以下 この 問 において 法 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 集会 において は 法 で 集会 の 決議 につき 特別 の 定数 が 定め られ て いる 事項 を 除き 規約 で 別段 の 定め を すれ ば あらかじめ 通知 し た 事項 以外 について も 決議 する こと が できる <EOS>
<BOS> 不動産 の 仮 登記 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 仮 登記 の 抹消 は 仮 登記 名義 人 のみ なら ず 登記 上 の 利害 関係 人 も その 仮 登記 の 登記 識別 情報 を 提供 し て 単独 で 申請 する こと が できる <EOS>
<BOS> 建築 の 構造 に関する 次 の 記述 の うち 最も 不 適当 な もの は どれ か <EOS>,<BOS> 免 震 構造 と は 建築 物 の 柱 はり など の 剛性 を 高め 耐力 壁 を 多く 設置 し その 強度 や 粘り強 さ で 地震 に 耐える 構造 で ある <EOS>
<BOS> 宅地 建物 取引 業者 が 行う 広告 に関する 次 の 記述 の うち 不当 景品 類 及び 不当 表示 防止 法 不動産 の 表示 に関する 公正 競争 規約 を 含む の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 広告 に リビング ・ ダイニング ・ キッチン <ALP> という 文言 を 用いる 場合 は 居間 と 台所 と 食堂 の 機能 が <NUM> 室 に 併存 する 部屋 で あれ ば 住宅 の 居室 寝室 数 に 応じ その 用途 に従って 使用 する ため に 必要 な 広 さ 形状 及び 機能 を 有する もの で なく て も 不当 表示 と なる お それ は ない <EOS>
<BOS> 宅地 建物 取引 業 保証 協会 以下 この間 において 保証 協会 という に関する と 欠 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 保証 協会 が その 指定 を 取り消さ れ た 場合 当該 保証 協会 の 社員 で あっ た 宅地 建物 取引 業者 は その 取消し の 公示 の 日 から <NUM> 週間 以内 に 営業 保証 金 を 供託 し なけれ ば なら ない <EOS>
<BOS> 土地 区画 整理 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 土地 区画 整理 組合 が 施行 する 土地 区画 整理 事業 の 施行 区域 内 において は 土地 区画 整理 組合 の 許可 を 受け て 当該 事業 の 施行 の 障害 と なる お それ が ある 建築 物 の 建築 を 行う こと が できる <EOS>
<BOS> 次 の 記述 の うち 宅地 建物 取引 業法 以下 この間 において 法 という の 規定 に よれ ば 正しい もの は いくつ ある か <EOS>,<BOS> 未成年 者 未婚 で ある <ALP> は 法定 代理人 から 宅地 建物 取引 業 の 営業 に関し 許可 を 得 て 登録 を 受ける こと が できる が 宅地 建物 取引 業者 が その 事務所 等 に 置か なけれ ば なら ない 成年 者 で ある 専任 の 宅地 建物 取引 土 と みなさ れる こと は ない <EOS>
<BOS> 宅地 建物 取引 業者 が その 媒介 により 建物 の 賃貸借 契約 を 成立 さ せ た 場合 に 交付 す べき 宅地 建物 取引 業法 第 <NUM> 条 の 書面 以下 この間 において <NUM> 条 書面 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 借 賃 以外 の 金銭 の 授受 に関する 定め が ある とき は その 額 並びに 当該 金銭 の 授受 の 時期 及び 目的 を <NUM> 条 書面 に 記載 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 社 は 自ら 売主 として 宅地 建物 取引 業者 で ある 買主 <ALP> 社 と 宅地 の 売買 について 交渉 し た ところ 大筋 の 合意 を 得 て 重要 事項 説明 を 翌日 に 行う こと と し た しかし 重要 事項 説明 の 予定 日 の 朝 <ALP> 社 の 唯一 の 宅 建 取引 士 で ある 甲 が 交通 事故 に 遭い <NUM> 日間 入院 する こと と なっ た この 場合 における <ALP> 社 の 行為 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は どれ か <EOS>,<BOS> 事情 を 知っ た <ALP> 社 の 代表 者 丙 から 自分 も 宅地 建物 取引 業 に 長年 携わっ て いる ので 重要 事項 説明 は 契約 後 でも 構わ ない という 申 出 が あっ た ため 重要 事項 説明 は 契約 締結 後 に 退院 し た 甲 が 行っ た <EOS>
<BOS> 宅地 建物 の 統計 等 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 平成 <NUM> 年 地価 公示 平成 <NUM> 年 <NUM> 月 公表 に よれ ば 平成 <NUM> 年 の <NUM> 年間 の 地価 を 前年 <NUM> 年間 と 比較 する と 三 大都市 圏 平均 で 住宅 地 ・ 商業 地 とも に 下落 率 が 縮小 し た ものの 地方 平均 は 住宅 地 で は 下落 率 が 縮小 し た ものの 商業 地 は 下落 率 が 拡大 し て いる <EOS>
<BOS> 宅地 建物 取引 業者 が 行う 重要 事項 の 説明 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 売買 契約 の 対象 と なる 宅地 が 土砂 災害 警戒 区域 等 における 土砂 災害 防止 対策 の 推進 に関する 法律 によって 指定 さ れ た 土砂 災害 警戒 区域 内 で ある 場合 は 当該 区域 内 における 制限 を 説明 すれ ば 足り 対象 物件 が 土砂 災害 警戒 区域 内 に ある 旨 の 説明 を する 必要 は ない <EOS>
<BOS> <ALP> は <ALP> から <ALP> 所有 の 床 面積 <NUM> <ALP> の 建物 を 賃借 し て 居住 し て いる この 場合 に関する 次 の 記述 の うち 民法 及び 借地 借家 法 の 規定 並びに 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が <ALP> の 承諾 を 得 ない で 当該 建物 を 第三者 <ALP> に 転貸 し た 場合 <ALP> は <ALP> が 建物 の 使用 を 開始 する 前 で あっ て も 直ちに <ALP> と の 賃貸借 契約 を 解除 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が <ALP> の 所有 する 建物 の 売却 の 依頼 を 受け <ALP> と 媒介 契約 を 締結 し た 場合 に関する 次 の 記述 の うち 正しい もの は いくつ ある か なお <NUM> 条 の <NUM> 書面 と は 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> の 規定 に 基づく 媒介 契約 の 内容 を 記載 し た 書面 の こと を いう もの と する <EOS>,<BOS> <ALP> が 宅地 建物 取引 業者 で ある 場合 は 媒介 契約 が 専任 媒介 契約 で ある とき でも <NUM> 条 の <NUM> 書面 を 交付 し なく て も よい <EOS>
<BOS> 宅地 建物 取引 業 保証 協会 以下 この間 において 保証 協会 という 及び 弁済 業務 保証 金 分担 金 以下 この間 において 分担 金 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <NUM> 万 円 の 分担 金 を 納付 し て 保証 協会 の 社員 と なっ た 者 が 新た に 一 事務所 を 設置 し た とき は その 日 から <NUM> 週間 以内 に <NUM> 万 円 の 分担 金 を 当該 保証 協会 に 納付 し なけれ ば なら ない <EOS>
<BOS> 建物 の 区分 所有 等 に関する 法律 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 集会 において 管理 者 の 選任 を 行う 場合 規約 に 別段 の 定め が ない 限り 区分 所有 者 及び 議決 権 の 各 過半数 で 決する <EOS>
<BOS> 防火 地域 又は 準 防火 地域 に関する 次 の 記述 の うち 建築 基準 法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 防火 地域 内 において 延べ 面積 が <NUM> ぱ の 建築 物 を 建築 する 場合 に は その 階数 に かかわら ず 原則 として 耐火 建築 物 と し なけれ ば なら ない <EOS>
<BOS> 消費 税 の 課税 事業 者 で ある 宅地 建物 取引 業者 <ALP> が 甲 及び 乙 から 媒介 の 依頼 を 受け て 甲乙 間 に 契約 を 成立 さ せ 報酬 を 受領 し た 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 する もの は どれ か <EOS>,<BOS> <ALP> は 甲 所有 の 居住 用 建物 を <NUM> 月 当たり の 借 賃 <NUM> 万 円 で 乙 が 借りる と の 賃貸借 契約 を 成立 さ せ 甲 及び 乙 から それぞれ <NUM> 万 <NUM> 円 ずつ 受領 し た <EOS>
<BOS> <ALP> が <ALP> 所有 の 甲地 を 賃借 し て 乙 建物 を 所有 し て いる 場合 に関する 次 の 記述 の うち 民法 及び 借地 借家 法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> が 乙 建物 に 自己 名義 の 所有 権 の 登記 を し て いる 場合 <ALP> は 甲地 に 借地 権 の 登記 を 備え なく て も その後 に 甲地 の 所有 権 を 取得 し た <ALP> に対して 借地 権 を 対抗 する こと が できる <EOS>
<BOS> 建築 物 の 用途 規制 に関する 次 の 記述 の うち 建築 基準 法 の 規定 に よれ ば 誤っ て いる もの は どれ か ただし 用途 地域 以外 の 地域 地区 等 の 指定 及び 特定 行政 庁 の 許可 は 考慮 し ない もの と する <EOS>,<BOS> 準 住居 地域 内 において は 原動機 を 使用 する 自動車 修理 工場 で 作業場 の 床 面積 の 合計 が <NUM> ㎡ を 超え ない もの を 建築 する こと が できる <EOS>
<BOS> <ALP> が <ALP> の 代理人 として <ALP> と の 間 で <ALP> 所有 の 土地 の 売買 契約 を 締結 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 未成年 者 で あっ て <ALP> の 法定 代理人 の 同意 を 得る こと なく <ALP> に 売買 の 代理 権 を 与え て <ALP> と の 間 で 土地 の 売買 契約 を 締結 し た 場合 で あっ て も <ALP> が 成年 に 達し た 者 で あれ ば <ALP> は この 契約 を 取り消す こと は でき ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 平成 <NUM> 年 <NUM> 月 <NUM> 日 に 自ら 売主 として 宅地 建物 取引 業者 で ない <ALP> と 建物 建築 工事 完了 済 の 売買 契約 を 代金 <NUM> 万 円 で 締結 し 手付 金 <NUM> 万 円 を 同年 <NUM> 月 <NUM> 日 に 中間 金 <NUM> 万 円 を 同年 <NUM> 月 <NUM> 日 に 残 代金 <NUM> 万 円 を 同年 <NUM> 月 <NUM> 日 に 支払う もの と し た この 場合 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> に 規定 する 手付 金 等 の 保全 措置 以下 この間 において 保全 措置 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 手付 金 の 額 が 代金 の <NUM> 分の <ALP> を 超え て いる ので 保全 措置 を 講じ た か 否 か に 関わら ず <ALP> は 手付 金 として <NUM> 万 円 を 受領 する こと が でき ない <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 この間 において 機構 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 機構 は 特に 省エネルギー ' 性能 耐震 性能 バリアフリー 性能 耐久 ・ 可変 性 が 高い 住宅 に対して は フラット <NUM> <ALP> による 金利 優遇 を 行い 良質 な 住宅 へ の 誘導 を 図っ て いる <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 この間 において 機構 <ALP> という の 業務 に関する 次 の 記述 の うち 独立 行政 法人 住宅 金融 支援 機構 法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 機構 は 店舗 併用 住宅 の 住宅 部分 の 改良 を しよ う と する 者 に対し 必要 な 資金 の 調達 又は 良質 な 住宅 部分 の 改良 に関する 情報 の 提供 相談 その他 の 援助 を 行う <EOS>
<BOS> <ALP> の <ALP> に対する 債権 と <ALP> の <ALP> に対する 債権 と の 相殺 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が <ALP> に対し 不法 行為 に 基づく 損害 賠償 請求 権 を 有し た 場合 <ALP> は <ALP> に対する 当該 損害 賠償 請求 権 を 自 働債 権 として 弁済 期 が 到来 し た <ALP> が <ALP> に 負う 貸金 債務 と 対当 額 で 相殺 する こと は でき ない <EOS>
<BOS> 保証 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 連帯 保証 で は ない 場合 の 保証 人 は 債権 者 から 債務 の 履行 を 請求 さ れ て も まず 主たる 債務 者 に 催告 す べき 旨 を 債権 者 に 請求 できる ただし 主たる 債務 者 が 破産 手続 開始 の 決定 を 受け た とき 又は 行方 不明 で ある とき は この 限り で は ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 社 消費 税 課税 事業 者 は 貸主 <ALP> から 建物 の 貸借 の 代理 の 依頼 を 受け 宅地 建物 取引 業者 <ALP> 社 消費 税 課税 事業 者 は 借主 <ALP> から 媒介 の 依頼 を 受け <ALP> と <ALP> と の 間 で 賃貸借 契約 を 成立 さ せ た この 場合 における 次 の 記述 の うち 宅地 建物 取引 業法 以下 この 問 において 法 という の 規定 に よれ ば 誤っ て いる もの は どれ か なお <NUM> か月 分 の 借 賃 は <NUM> 万 円 で ある <EOS>,<BOS> 建物 を 店舗 として 貸借 する 場合 <ALP> 社 が <ALP> から <NUM> 円 の 報酬 を 受領 する とき は <ALP> 社 は <ALP> から 報酬 を 受領 する こと は でき ない <EOS>
<BOS> 都市 計画 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 用途 地域 の 一つ で ある 特定 用途 制限 地域 は 良好 な 環境 の 形成 又は 保持 の ため 当該 地域 の 特性 に 応じ て 合理 的 な 土地 利用 が 行わ れる よう 制限 す べき 特定 の 建築 物 等 の 用途 の 概要 を 定める 地域 と する <EOS>
<BOS> <ALP> が 平成 <NUM> 年 <NUM> 月 <ALP> に 土地 を 賃貸し <ALP> が その 土地 上 に 建物 を 所有 し て いる 場合 の 契約 終了 に 伴う 建物 買取 請求 権 に関する 次 の 記述 の うち 借地 借家 法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 建物 買取 請求 権 は 契約 終了 の 理由 を 問わ ず <ALP> の 債務 不履行 を 原因 と する 契約 終了 の 場合 に も <ALP> は <ALP> に対して 建物 の 買取り を 請求 する こと が できる <EOS>
<BOS> <ALP> が <ALP> の 代理人 として <ALP> 所有 の 甲 土地 について <ALP> と 売買 契約 を 締結 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 無 権 代理人 で あっ て <ALP> の 死亡 により <ALP> が <ALP> とともに <ALP> を 共同 相続 し た 場合 <ALP> と <ALP> が 共同 で 無 権 代理 行為 の 追認 を 行わ ない 限り 当該 売買 契約 は <ALP> の 相続 分 に 相当 する 部分 について も 有効 に なら ない <EOS>
<BOS> 次 の 記述 の うち 民法 の 条文 に 規定 さ れ て いる もの は どれ か <EOS>,<BOS> 意思 能力 を 欠く 状態 で なさ れ た 意思 表示 が 無効 で ある 旨 <EOS>
<BOS> 近隣 商業 地域 に 指定 さ れ て いる 区域 内 の 土地 以下 この間 において 区域 内 の 土地 という に関する 次 の 記述 の うち 建築 基準 法 の 規定 に よれ ば 誤っ て いる もの は どれ か なお 特定 行政 庁 の 許可 及び 開発 整備 促進 区 を 定める 地区 計画 の 策定 は 考慮 し ない もの と する <EOS>,<BOS> 区域 内 の 土地 において は 店舗 で その 用途 に 供する 部分 の 床 面積 の 合計 が <NUM> ㎡ を 超える もの で も 建築 する こと が できる <EOS>
<BOS> 代理 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 無 権 代理人 が 本人 を 単独 で 相続 し た 場合 本人 が 自ら 法律 行為 を し た の と 同様 な 法律 上 の 地位 を 生じる <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 機構 という の 業務 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 機構 は 地震 に対する 安全 性 の 向上 を 主たる 目的 と する 住宅 の 改良 に 必要 な 資金 の 貸 付け を 行う こと が できる <EOS>
